Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue
0085-007	607	23	ὥστ’	relation	AuxC	AuxP
0085-007	607	26	ἀλλ’	postag	b--------	d--------
0085-007	607	26	ἀλλ’	relation	AuxY	COORD
0085-007	607	26	ἀλλ’	head	20	7
0085-007	607	27	ὡς	postag	c--------	d--------
0085-007	607	27	ὡς	head	20	26
0085-007	607	32	τ’	postag	b--------	g--------
0085-007	607	33	ἐφήμενοι	postag	v-pppemv-	v-ppp-mv-
0085-007	607	40	[0]	lemma	_	/
0085-007	607	3	γάρ	postag	d--------	g--------
0085-007	607	6	?	relation	AuxK	UNDEFINED
0085-007	607	8	πλεῖστ’	lemma	πολύς	πλεῖστος
0085-007	607	8	πλεῖστ’	postag	a-p---nas	a-p---na-
0085-007	607	9	ἄμεινον	lemma	ἀγαθός	ἀμείνων
0085-007	607	20	?	relation	AuxK	UNDEFINED
0085-007	607	23	δ’	postag	b--------	g--------
0085-007	607	28	δαιδάλῳ	postag	a-s---md-	n-s---md-
0085-007	607	31	[0]	lemma	_	/
0085-007	607	1	ἀνδρὸς	relation	ATR	ATR_AP
0085-007	607	1	ἀνδρὸς	head	6	9
0085-007	607	2	μὲν	postag	d--------	g--------
0085-007	607	3	ὑμῖν	postag	p2p---cd-	p-p----d-
0085-007	607	4	οὗτος	postag	p-s---mn-	a-s---mn-
0085-007	607	5	εἴρηται	lemma	λέγω	ἐρῶ
0085-007	607	9	,	relation	AuxX	APOS
0085-007	607	9	,	head	0	6
0085-007	607	11	στρατηλάτου	relation	APOS	ATR_AP
0085-007	607	11	στρατηλάτου	head	1	9
0085-007	607	1	ταύτην	postag	p-s---fa-	a-s---fa-
0085-007	607	2	τοιαύτην	postag	p-s---fa-	a-s---fa-
0085-007	607	2	τοιαύτην	relation	ADV	ATV
0085-007	607	3	εἶπον	lemma	λέγω	εἶπον
0085-007	607	9	ὅσπερ	lemma	ὅσπερ	ὅς
0085-007	640	1	αὐτὸς	postag	p-s---mn-	a-s---mn-
0085-007	640	1	αὐτὸς	relation	ADV	AtvV
0085-007	640	2	δ’	postag	d--------	g--------
0085-007	640	2	ταῦτα	postag	p-p---na-	a-p---na-
0085-007	640	3	τούτοις	postag	p-p---nd-	a-p---nd-
0085-007	640	3	τούτοις	relation	ADV	OBJ
0085-007	640	1	ὑμᾶς	postag	p2p---ca-	p-p---ma-
0085-007	640	2	δ’	postag	d--------	g--------
0085-007	640	4	ταῦτ’	postag	p-p---na-	a-p---na-
0085-007	640	5	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	640	3	κνώδαλα	relation	ExD	ExD_AP
0085-007	640	3	κνώδαλα	head	12	4
0085-007	640	4	,	relation	AuxX	APOS
0085-007	640	4	,	head	0	12
0085-007	640	5	στύγη	relation	APOS	ExD_AP
0085-007	640	5	στύγη	head	3	4
0085-007	640	7	,	head	3	4
0085-007	640	9	μὲν	postag	d--------	g--------
0085-007	640	10	ἂν	postag	d--------	g--------
0085-007	640	16	καὶ	postag	b--------	c--------
0085-007	640	17	κάρτα	relation	ADV	AuxZ
0085-007	640	2	δ’	postag	d--------	g--------
0085-007	640	7	ἅπαξ	relation	ADV	AuxY
0085-007	640	8	θανόντος	lemma	θνῄσκω	θνήσκω
0085-007	640	10	οὔτις	postag	p-s---fn-	a-s---fn-
0085-007	640	1	τούτων	postag	p-p---ng-	a-p---ng-
0085-007	640	9	δ’	postag	b--------	g--------
0085-007	640	10	ἄλλα	postag	p-p---na-	a-p---na-
0085-007	640	11	πάντ’	postag	a-p---na-	a-----na-
0085-007	640	13	τε	postag	b--------	g--------
0085-007	640	14	καὶ	postag	b--------	c--------
0085-007	640	18	οὐδὲν	postag	p-s---na-	a-s---na-
0085-007	640	18	οὐδὲν	relation	ADV	AuxZ
0085-007	640	2	γὰρ	postag	d--------	g--------
0085-007	640	1	ποίοισι	postag	p-p---md-	a-p---md-
0085-007	640	7	[0]	lemma	_	/
0085-007	640	1	ποία	postag	p-s---fn-	a-s---fn-
0085-007	640	2	δὲ	postag	d--------	g--------
0085-007	640	2	δὲ	relation	AuxY	COORD
0085-007	640	2	δὲ	head	5	0
0085-007	640	5	προσδέξεται	relation	PRED	PRED_CO
0085-007	640	5	προσδέξεται	head	0	2
0085-007	640	1	καὶ	postag	d--------	c--------
0085-007	640	2	τοῦτο	postag	p-s---na-	a-s---na-
0085-007	640	5	καὶ	postag	b--------	c--------
0085-007	640	9	ἐρῶ	lemma	λέγω	ἐρῶ
0085-007	640	10	δὲ	postag	b--------	g--------
0085-007	640	14	[0]	lemma	_	/
0085-007	640	2	δ’	postag	d--------	g--------
0085-007	640	6	ἡ	postag	l-s---fn-	p-s---fn-
0085-007	640	7	δ’	postag	b--------	g--------
0085-007	640	8	ἅπερ	lemma	ὅσπερ	ὅς
0085-007	640	8	ἅπερ	relation	ADV	AuxC
0085-007	640	8	ἅπερ	head	19	11
0085-007	640	9	ξένῳ	postag	a-s---md-	n-s---md-
0085-007	640	10	ξένη	lemma	ξένος	ξένη
0085-007	640	10	ξένη	postag	a-s---fn-	n-s---fn-
0085-007	640	11	ἔσωσεν	lemma	σῴζω	σώζω
0085-007	640	15	μὴ	postag	d--------	c--------
0085-007	640	19	[0]	lemma	_	/
0085-007	640	19	[0]	head	11	8
0085-007	640	2	δὲ	postag	d--------	g--------
0085-007	640	2	δὲ	relation	AuxY	COORD
0085-007	640	2	δὲ	head	5	0
0085-007	640	4	σοι	postag	p2s---cd-	p-s---fd-
0085-007	640	5	δείξω	relation	PRED	PRED_CO
0085-007	640	5	δείξω	head	0	2
0085-007	640	2	μὲν	postag	d--------	g--------
0085-007	640	3	ἂν	postag	d--------	g--------
0085-007	640	4	γένοιτ’	postag	v3saom---	v3sao----
0085-007	640	2	μάρτυς	relation	ADV	ATV
0085-007	640	4	παῖς	postag	n-s---cn-	n-s---fn-
0085-007	640	8	οὐ	postag	d--------	g--------
0085-007	640	9	δ’	postag	b--------	g--------
0085-007	640	9	δ’	relation	AuxY	AuxZ
0085-007	640	15	ἀλλ’	postag	b--------	d--------
0085-007	640	16	οἷον	postag	p-s---nn-	a-s---nn-
0085-007	640	18	οὔτις	postag	p-s---mn-	a-s---mn-
0085-007	640	19	ἂν	postag	d--------	g--------
0085-007	640	1	ἐγὼ	postag	p1s---cn-	p-s---mn-
0085-007	640	2	δέ	postag	d--------	g--------
0085-007	640	6	τἄλλα	postag	p-p---na-	a-p---na-
0085-007	640	7	θ’	postag	b--------	g--------
0085-007	640	8	ὡς	postag	c--------	d--------
0085-007	640	14	καὶ	postag	b--------	c--------
0085-007	640	19	καὶ	postag	b--------	c--------
0085-007	640	24	ἐφέστιον	relation	ADV	ATV
0085-007	640	27	γένοιτο	postag	v3saom---	v3sao----
0085-007	640	33	καὶ	postag	b--------	c--------
0085-007	640	36	σύμμαχον	relation	ADV	ATV
0085-007	640	40	καὶ	postag	b--------	c--------
0085-007	640	41	τοὺς	postag	l-p---ma-	p-p---ma-
0085-007	640	44	καὶ	postag	b--------	c--------
0085-007	674	10	ὡς	postag	c--------	d--------
0085-007	674	1	ἡμῖν	postag	p1p---cd-	p-p---md-
0085-007	674	2	μὲν	postag	d--------	g--------
0085-007	674	2	δ’	postag	d--------	g--------
0085-007	674	2	γάρ	postag	d--------	g--------
0085-007	674	4	[0]	lemma	_	/
0085-007	674	2	ὑμῶν	postag	p2p---cg-	p-p---fg-
0085-007	674	6	δὲ	postag	b--------	g--------
0085-007	674	13	ξένοι	postag	a-p---mv-	n-p---mv-
0085-007	674	2	ἂν	postag	d--------	g--------
0085-007	674	1	ἔσται	postag	v3sfim---	v3sfi----
0085-007	674	2	δὲ	postag	d--------	g--------
0085-007	674	6	Αἰγέως	lemma	Αἰγεύς	αἴγεος
0085-007	674	6	Αἰγέως	postag	n-s---mg-	a-p---ma-
0085-007	674	10	τοῦτο	postag	p-s---nn-	a-s---nn-
0085-007	674	10	τοῦτο	relation	SBJ	ATR
0085-007	674	10	τοῦτο	head	1	11
0085-007	674	11	βουλευτήριον	relation	PNOM	SBJ
0085-007	674	1	πάγον	relation	OBJ	OBJ_AP
0085-007	674	1	πάγον	head	39	5
0085-007	674	2	δ’	postag	d--------	g--------
0085-007	674	2	δ’	relation	AuxY	COORD
0085-007	674	2	δ’	head	39	0
0085-007	674	5	,	relation	AuxX	APOS
0085-007	674	5	,	head	0	39
0085-007	674	7	ἕδραν	relation	APOS_CO	OBJ_AP_CO
0085-007	674	8	σκηνάς	relation	APOS_CO	OBJ_AP_CO
0085-007	674	9	θ’	postag	b--------	g--------
0085-007	674	9	θ’	head	1	5
0085-007	674	18	καὶ	postag	b--------	c--------
0085-007	674	22	ὑψίπυργον	relation	ADV	ATV
0085-007	674	27	δ’	postag	b--------	g--------
0085-007	674	36	τ’	postag	b--------	g--------
0085-007	674	39	[0]	lemma	_	/
0085-007	674	39	[0]	relation	PRED	PRED_CO
0085-007	674	39	[0]	head	0	2
0085-007	674	2	δ’	postag	d--------	g--------
0085-007	674	2	μήτ’	postag	d--------	g--------
0085-007	674	4	μήτε	postag	b--------	g--------
0085-007	674	11	καὶ	postag	b--------	c--------
0085-007	674	12	μὴ	postag	d--------	c--------
0085-007	674	17	ἔξω	postag	r--------	d--------
0085-007	674	1	τίς	postag	p-s---cn-	p-s---mn-
0085-007	674	2	γὰρ	postag	d--------	g--------
0085-007	674	4	μηδὲν	postag	p-s---na-	n-s---na-
0085-007	674	8	[0]	lemma	_	/
0085-007	674	2	τοι	postag	d--------	g--------
0085-007	674	7	τε	postag	b--------	g--------
0085-007	674	9	καὶ	postag	b--------	c--------
0085-007	674	13	ἄν	postag	d--------	g--------
0085-007	674	15	οἷον	postag	p-s---na-	a-s---na-
0085-007	674	16	οὔτις	postag	p-s---mn-	a-s---mn-
0085-007	674	21	τ’	postag	b--------	g--------
0085-007	674	25	τε	postag	b--------	g--------
0085-007	674	3	τοῦτο	postag	p-s---na-	a-s---na-
0085-007	674	1	ταύτην	postag	p-s---fa-	a-s---fa-
0085-007	674	2	μὲν	postag	d--------	g--------
0085-007	674	2	δὲ	postag	d--------	g--------
0085-007	674	4	καὶ	postag	b--------	c--------
0085-007	674	7	καὶ	postag	b--------	c--------
0085-007	674	1	εἴρηται	lemma	λέγω	ἐρῶ
0085-007	711	1	καὶ	postag	d--------	c--------
0085-007	711	2	μὴν	postag	d--------	g--------
0085-007	711	7	ξύμβουλός	lemma	σύμβουλος	ξύμβουλός
0085-007	711	9	μηδαμῶς	relation	ADV	AuxZ
0085-007	711	1	κἄγωγε	postag	p1s---cn-	p-s---mn-
0085-007	711	5	τε	postag	b--------	g--------
0085-007	711	5	τε	head	7	6
0085-007	711	6	καὶ	postag	b--------	c--------
0085-007	711	6	καὶ	relation	AuxY	COORD
0085-007	711	6	καὶ	head	7	2
0085-007	711	7	Διὸς	relation	ATR	ATR_CO
0085-007	711	7	Διὸς	head	2	6
0085-007	711	10	μη	postag	d--------	g--------
0085-007	711	11	δ’	postag	b--------	g--------
0085-007	711	9	δ’	postag	b--------	g--------
0085-007	711	12	μαντεύσῃ	postag	v2sfim---	v2sfie---
0085-007	711	2	καὶ	postag	d--------	c--------
0085-007	711	9	Ἰξίονος	lemma	Ἰξίων	̓ἰξίων
0085-007	711	1	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	711	2	δὲ	postag	d--------	g--------
0085-007	711	3	μὴ	postag	d--------	c--------
0085-007	711	7	βαρεῖα	relation	ADV	ATV
0085-007	711	3	τε	postag	b--------	g--------
0085-007	711	3	τε	head	5	6
0085-007	711	5	νέοισι	relation	ATR	ATR_CO
0085-007	711	5	νέοισι	head	8	6
0085-007	711	6	καὶ	postag	b--------	c--------
0085-007	711	6	καὶ	relation	AuxY	COORD
0085-007	711	6	καὶ	head	5	8
0085-007	711	11	σύ	postag	p2s---cn-	p-s---fn-
0085-007	711	2	δ’	postag	d--------	g--------
0085-007	711	3	ἐγώ	postag	p1s---cn-	p-s---mn-
0085-007	711	1	τοιαῦτ’	postag	p-p---na-	a-p---na-
0085-007	711	3	καὶ	postag	b--------	c--------
0085-007	711	1	μοίρας	form	μοίρας	Μοίρας
0085-007	711	7	ἄλλως	lemma	ἄλλος	ἄλλως
0085-007	711	7	ἄλλως	relation	ADV	AuxY
0085-007	711	8	τε	postag	b--------	g--------
0085-007	711	9	πάντως	relation	ADV	AuxZ
0085-007	711	11	δεόμενος	relation	ADV	AtvV
0085-007	711	14	[0]	lemma	_	/
0085-007	711	1	σύ	postag	p2s---cn-	p-s----n-
0085-007	711	2	τοι	postag	d--------	g--------
0085-007	711	2	τοι	relation	AuxY	AuxZ
0085-007	711	1	σύ	postag	p2s---cn-	p-s---fn-
0085-007	711	2	τοι	postag	d--------	g--------
0085-007	711	2	τοι	relation	AuxY	AuxZ
0085-007	711	12	οὐδὲν	postag	p-s---na-	a-s---na-
0085-007	711	12	οὐδὲν	relation	ADV	AuxZ
0085-007	711	3	με	postag	p1s---ca-	p-s---fa-
0085-007	711	5	νέος	relation	ADV	AtvV
0085-007	711	8	γενέσθαι	postag	v--anm---	v--an----
0085-007	711	13	ὡς	postag	c--------	d--------
0085-007	711	3	ἔργον	relation	SBJ	SBJ_AP
0085-007	711	3	ἔργον	head	9	4
0085-007	711	4	,	relation	AuxX	APOS
0085-007	711	4	,	head	0	9
0085-007	711	6	κρῖναι	relation	APOS	SBJ_AP
0085-007	711	6	κρῖναι	head	3	4
0085-007	711	9	[0]	lemma	_	/
0085-007	711	2	δ’	postag	d--------	g--------
0085-007	711	5	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	711	2	γὰρ	postag	d--------	g--------
0085-007	711	3	οὔτις	postag	p-s---fn-	a-s---fn-
0085-007	711	6	μ’	postag	p1s---ca-	p-s---fa-
0085-007	711	7	ἐγείνατο	lemma	γίγνομαι	γείνομαι
0085-007	711	7	ἐγείνατο	postag	v3saim---	v3sai----
0085-007	711	10	δ’	postag	b--------	g--------
0085-007	711	11	ἄρσεν	postag	a-s---na-	n-s---na-
0085-007	711	15	πλὴν	postag	c--------	r--------
0085-007	711	22	κάρτα	relation	ADV	AuxZ
0085-007	711	23	δ’	postag	b--------	g--------
0085-007	711	1	οὕτω	relation	ADV	AuxY
0085-007	711	2	δ’	postag	d--------	g--------
0085-007	711	4	,	relation	AuxX	AuxC
0085-007	711	5	κἂν	lemma	κἄν	κἀν
0085-007	711	3	τάχιστα	postag	a-p---nas	a-p---na-
0085-007	711	7	ὅσοις	postag	p-p---md-	a-p---md-
0085-007	711	9	τοῦτ’	postag	p-s---nn-	a-s---nn-
0085-007	744	2	νὺξ	form	νὺξ	Νὺξ
0085-007	744	4	μῆτερ	relation	APOS	ATR
0085-007	744	6	ἆρ’	postag	d--------	p--------
0085-007	744	3	μοι	postag	p1s---cd-	p-s---md-
0085-007	744	6	ἢ	postag	b--------	c--------
0085-007	744	10	[0]	lemma	_	/
0085-007	744	1	ἡμῖν	postag	p1p---cd-	p-p---fd-
0085-007	744	2	γὰρ	postag	d--------	g--------
0085-007	744	5	ἢ	postag	b--------	c--------
0085-007	744	10	[0]	lemma	_	/
0085-007	744	2	δ’	postag	d--------	g--------
0085-007	744	9	τ’	postag	b--------	g--------
0085-007	744	13	μία	postag	m-s---fn-	a-s---fn-
0085-007	744	2	γάρ	postag	d--------	g--------
0085-007	744	2	Παλλάς	relation	ExD	ExD_AP
0085-007	744	2	Παλλάς	head	10	3
0085-007	744	3	,	relation	AuxX	APOS
0085-007	744	3	,	head	0	10
0085-007	744	5	σώσασα	lemma	σῴζω	σώζω
0085-007	744	5	σώσασα	relation	APOS	ExD_AP
0085-007	744	5	σώσασα	head	2	3
0085-007	744	10	[0]	lemma	_	/
0085-007	744	1	γαίας	lemma	γῆ	γαῖα
0085-007	744	4	σύ	postag	p2s---cn-	p-s---fn-
0085-007	744	5	τοι	postag	d--------	g--------
0085-007	744	5	τοι	relation	AuxY	AuxZ
0085-007	744	7	με	postag	p1s---ca-	p-s---ma-
0085-007	744	1	καί	postag	d--------	c--------
0085-007	744	1	καί	relation	AuxY	COORD
0085-007	744	1	καί	head	4	0
0085-007	744	2	τις	postag	p-s---cn-	p-s---mn-
0085-007	744	4	ἐρεῖ	lemma	λέγω	ἐρῶ
0085-007	744	4	ἐρεῖ	relation	PRED	PRED_CO
0085-007	744	4	ἐρεῖ	head	0	1
0085-007	744	11	τε	postag	b--------	g--------
0085-007	744	17	καὶ	postag	b--------	c--------
0085-007	744	21	καὶ	postag	b--------	c--------
0085-007	744	33	σῴζει	lemma	σῴζω	σώζω
0085-007	744	34	με	postag	p1s---ca-	p-s---ma-
0085-007	744	41	[0]	lemma	_	/
0085-007	744	1	ἐγὼ	postag	p1s---cn-	p-s---mn-
0085-007	744	2	δὲ	postag	d--------	g--------
0085-007	744	5	καὶ	postag	b--------	c--------
0085-007	744	17	ἄπειμι	lemma	ἀπέρχομαι	ἄπειμι
0085-007	744	21	μήτοι	postag	d--------	c--------
0085-007	744	22	τιν’	postag	p-s---ca-	p-s---ma-
0085-007	744	25	πρυμνήτην	postag	a-s---ma-	n-s---ma-
0085-007	744	1	αὐτοὶ	postag	p-p---mn-	a-p---mn-
0085-007	744	1	αὐτοὶ	relation	ADV	ATV
0085-007	744	2	γὰρ	postag	d--------	g--------
0085-007	744	3	ἡμεῖς	postag	p1p---cn-	p-p---mn-
0085-007	744	19	καὶ	postag	b--------	c--------
0085-007	744	25	αὐτοῖσι	postag	p-p---md-	a-p---md-
0085-007	744	26	μεταμέλῃ	lemma	μεταμέλομαι	μεταμέλει
0085-007	744	29	[0]	lemma	_	/
0085-007	744	2	δέ	postag	d--------	g--------
0085-007	744	4	καὶ	postag	b--------	c--------
0085-007	744	7	Παλλάδος	lemma	Παλλάς	παλλάς
0085-007	744	14	αὐτοῖσιν	postag	p-p---md-	a-p---md-
0085-007	744	15	ἡμεῖς	postag	p1p---cn-	p-p---mn-
0085-007	744	1	καὶ	postag	d--------	c--------
0085-007	744	3	,	head	8	6
0085-007	744	4	καὶ	postag	b--------	c--------
0085-007	744	4	καὶ	head	8	6
0085-007	744	5	σὺ	postag	p2s---cn-	p-s---fn-
0085-007	744	5	σὺ	relation	SBJ	ExD
0085-007	744	5	σὺ	head	8	6
0085-007	744	6	καὶ	postag	b--------	c--------
0085-007	744	6	καὶ	relation	AuxY	COORD
0085-007	744	6	καὶ	head	8	2
0085-007	744	8	λεώς	relation	ExD	ExD_CO
0085-007	744	8	λεώς	head	2	6
0085-007	744	8	τε	postag	b--------	g--------
0085-007	744	9	καὶ	postag	b--------	c--------
0085-007	778	7	καθιππάσασθε	postag	v2paim---	v2paie---
0085-007	778	8	κἀκ	lemma	καί	ἐκ
0085-007	778	8	κἀκ	postag	b--------	r--------
0085-007	778	11	μου	postag	p1s---cg-	p-s---fg-
0085-007	778	1	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	778	2	δ’	postag	d--------	g--------
0085-007	778	13	ἰὸν	relation	MWE	AuxY
0085-007	778	23	[0]	lemma	_	/
0085-007	778	2	δὲ	postag	d--------	g--------
0085-007	778	2	δὲ	relation	AuxY	COORD
0085-007	778	2	δὲ	head	18	0
0085-007	778	18	βαλεῖ	relation	PRED	PRED_CO
0085-007	778	18	βαλεῖ	head	0	2
0085-007	778	4	[0]	lemma	_	/
0085-007	778	3	τοὶ	postag	d--------	g--------
0085-007	778	6	νυκτὸς	form	νυκτὸς	Νυκτὸς
0085-007	778	9	[0]	lemma	_	/
0085-007	793	1	ἐμοὶ	postag	p1s---cd-	p-s---fd-
0085-007	793	3	μὴ	postag	d--------	g--------
0085-007	793	2	γὰρ	postag	d--------	g--------
0085-007	793	5	ἀλλ’	postag	b--------	d--------
0085-007	793	13	σέθεν	postag	p2s---cg-	p-s---fg-
0085-007	793	4	γὰρ	postag	d--------	g--------
0085-007	793	9	αὐτός	postag	p-s---mn-	a-s---mn-
0085-007	793	9	αὐτός	relation	ADV	AtvV
0085-007	793	10	θ’	postag	b--------	g--------
0085-007	793	13	αὐτὸς	postag	p-s---mn-	a-s---mn-
0085-007	793	13	αὐτὸς	relation	ADV	AtvV
0085-007	793	19	ταῦτ’	postag	p-p---na-	a-p---na-
0085-007	793	20	ὀρέστην	form	ὀρέστην	Ὀρέστην
0085-007	793	22	μὴ	postag	d--------	g--------
0085-007	793	1	ὑμεῖς	postag	p2p---cn-	p-p---fn-
0085-007	793	2	δὲ	postag	d--------	g--------
0085-007	793	3	μὴ	postag	d--------	c--------
0085-007	793	5	μη	postag	d--------	g--------
0085-007	793	6	δὲ	postag	b--------	g--------
0085-007	793	11	σκήψητε	relation	PRED_CO	AuxY
0085-007	793	13	μη	postag	d--------	g--------
0085-007	793	14	δ’	postag	b--------	g--------
0085-007	793	19	?	relation	AuxK	AuxZ
0085-007	793	21	σταλάγματα	relation	OBJ	OBJ_AP
0085-007	793	21	σταλάγματα	head	18	22
0085-007	793	22	,	relation	AuxX	APOS
0085-007	793	22	,	head	0	18
0085-007	793	24	αἰχμὰς	relation	APOS	OBJ_AP
0085-007	793	24	αἰχμὰς	head	21	22
0085-007	793	1	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	793	2	γὰρ	postag	d--------	g--------
0085-007	793	3	ὑμῖν	postag	p2p---cd-	p-p---fd-
0085-007	793	5	ὑπίσχομαι	lemma	ὑπίσχομαι	ὐπίσχομαι
0085-007	793	7	τε	postag	b--------	g--------
0085-007	793	8	καὶ	postag	b--------	c--------
0085-007	808	7	καθιππάσασθε	postag	v2paim---	v2paie---
0085-007	808	8	κἀκ	lemma	καί	ἐκ
0085-007	808	8	κἀκ	postag	b--------	r--------
0085-007	808	11	μου	postag	p1s---cg-	p-s---fg-
0085-007	808	1	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	808	2	δ’	postag	d--------	g--------
0085-007	808	13	ἰὸν	relation	MWE	AuxY
0085-007	808	23	[0]	lemma	_	/
0085-007	808	2	δὲ	postag	d--------	g--------
0085-007	808	2	δὲ	relation	AuxY	COORD
0085-007	808	2	δὲ	head	18	0
0085-007	808	18	βαλεῖ	relation	PRED	PRED_CO
0085-007	808	18	βαλεῖ	head	0	2
0085-007	808	4	[0]	lemma	_	/
0085-007	808	3	τοι	postag	d--------	g--------
0085-007	808	6	νυκτὸς	form	νυκτὸς	Νυκτὸς
0085-007	808	9	[0]	lemma	_	/
0085-007	823	5	μη	postag	d--------	g--------
0085-007	823	6	δ’	postag	b--------	g--------
0085-007	823	8	ἄγαν	relation	ADV	AuxZ
0085-007	823	1	κἀγὼ	postag	p1s---cn-	p-s---fn-
0085-007	823	5	καὶ	postag	b--------	c--------
0085-007	823	1	καὶ	postag	d--------	c--------
0085-007	823	1	καὶ	relation	AuxY	COORD
0085-007	823	1	καὶ	head	3	0
0085-007	823	3	οἶδα	relation	PRED	PRED_CO
0085-007	823	3	οἶδα	head	0	1
0085-007	823	5	μόνη	relation	ADV	AtvV
0085-007	823	2	οὐδὲν	postag	p-s---na-	a-s---na-
0085-007	823	2	οὐδὲν	relation	ADV	AuxZ
0085-007	823	3	αὐτοῦ	postag	p-s---ng-	a-s---ng-
0085-007	823	2	δὲ	postag	d--------	g--------
0085-007	823	6	ἀκροθίνια	relation	OBJ	OBJ_AP
0085-007	823	6	ἀκροθίνια	head	13	20
0085-007	823	7	θύη	relation	APOS	OBJ_AP
0085-007	823	7	θύη	head	6	20
0085-007	823	9	παίδων	postag	n-p---cg-	n-p---mg-
0085-007	823	10	καὶ	postag	b--------	c--------
0085-007	837	1	ἐμὲ	postag	p1s---ca-	p-s---fa-
0085-007	837	7	ἐμὲ	postag	p1s---ca-	p-s---fa-
0085-007	837	10	τε	postag	b--------	g--------
0085-007	837	19	[0]	lemma	_	/
0085-007	837	2	τοι	postag	d--------	g--------
0085-007	837	5	τε	postag	b--------	g--------
0085-007	837	1	οἶ	relation	ExD	AuxY
0085-007	837	1	οἶ	head	7	2
0085-007	837	2	οἶ	relation	ExD	AuxZ
0085-007	837	2	οἶ	head	7	3
0085-007	837	7	[0]	lemma	_	/
0085-007	837	1	τίς	postag	p-s---cn-	a-s---fn-
0085-007	837	1	τίς	relation	MWE	AuxY
0085-007	837	2	μ’	postag	p1s---ca-	p-s---fa-
0085-007	837	3	ὑποδύεται	lemma	ὑποδύω	ὑποδύομαι
0085-007	837	5	τίς	postag	p-s---cn-	a-s---fn-
0085-007	837	2	ἄιε	lemma	ἀΐω	ἀίω
0085-007	837	4	μᾶτερ	relation	APOS	ATR
0085-007	837	5	νύξ	form	νύξ	Νύξ
0085-007	848	3	σοι	postag	p2s---cd-	p-s---fd-
0085-007	848	2	γὰρ	postag	d--------	g--------
0085-007	848	1	καὶ	postag	d--------	c--------
0085-007	848	1	καὶ	relation	AuxY	COORD
0085-007	848	1	καὶ	head	4	0
0085-007	848	3	μὲν	postag	d--------	g--------
0085-007	848	4	εἶ	relation	PRED	PRED_CO
0085-007	848	4	εἶ	head	0	1
0085-007	848	5	σὺ	postag	p2s---cn-	p-s---fn-
0085-007	848	7	ἐμοῦ	postag	p1s---cg-	p-s---fg-
0085-007	848	2	δὲ	postag	d--------	g--------
0085-007	848	3	κἀμοὶ	postag	p1s---cd-	p-s---fd-
0085-007	848	1	ὑμεῖς	postag	p2p---cn-	p-p----n-
0085-007	848	2	δ’	postag	d--------	g--------
0085-007	848	2	γὰρ	postag	d--------	g--------
0085-007	848	5	ἔσται	postag	v3sfim---	v3sfi----
0085-007	848	1	καὶ	postag	d--------	c--------
0085-007	848	1	καὶ	relation	AuxY	COORD
0085-007	848	1	καὶ	head	9	0
0085-007	848	2	σὺ	postag	p2s---cn-	p-s---fn-
0085-007	848	9	τεύξῃ	postag	v2sfim---	v2sfi----
0085-007	848	9	τεύξῃ	relation	PRED	PRED_CO
0085-007	848	9	τεύξῃ	head	0	1
0085-007	848	12	καὶ	postag	b--------	c--------
0085-007	848	16	ὅσων	postag	p-p---ng-	a-p---ng-
0085-007	848	18	ἄλλων	postag	p-p---mg-	a-p---mg-
0085-007	848	20	ἂν	postag	d--------	g--------
0085-007	848	21	σχέθοις	lemma	ἔχω	σχεθεῖν
0085-007	848	1	σὺ	postag	p2s---cn-	p-s---fn-
0085-007	848	2	δ’	postag	d--------	g--------
0085-007	848	7	μὴ	postag	d--------	c--------
0085-007	848	9	μήθ’	postag	b--------	g--------
0085-007	848	11	θηγάνας	relation	OBJ	OBJ_AP
0085-007	848	11	θηγάνας	head	8	12
0085-007	848	12	,	relation	AuxX	APOS
0085-007	848	12	,	head	0	8
0085-007	848	14	βλάβας	relation	APOS	OBJ_AP
0085-007	848	14	βλάβας	head	11	12
0085-007	848	21	μήτ’	postag	b--------	g--------
0085-007	848	24	ὡς	postag	c--------	d--------
0085-007	848	35	τε	postag	b--------	g--------
0085-007	848	36	καὶ	postag	b--------	c--------
0085-007	848	38	ἀλλήλους	postag	p-p---ma-	a-p---ma-
0085-007	848	41	[0]	lemma	_	/
0085-007	848	5	οὐ	postag	b--------	g--------
0085-007	848	5	οὐ	relation	AuxY	AuxZ
0085-007	848	11	τις	postag	p-s---cn-	p-s---mn-
0085-007	848	12	ἔσται	postag	v3sfim---	v3sfi----
0085-007	848	2	δ’	postag	d--------	g--------
0085-007	870	1	ἐμὲ	postag	p1s---ca-	p-s---fa-
0085-007	870	7	ἐμὲ	postag	p1s---ca-	p-s---fa-
0085-007	870	10	τε	postag	b--------	g--------
0085-007	870	19	[0]	lemma	_	/
0085-007	870	2	τοι	postag	d--------	g--------
0085-007	870	5	τε	postag	b--------	g--------
0085-007	870	1	οἶ	relation	ExD	AuxY
0085-007	870	1	οἶ	head	7	2
0085-007	870	2	οἶ	relation	ExD	AuxZ
0085-007	870	2	οἶ	head	7	3
