Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue
0085-007	870	7	[0]	lemma	_	/
0085-007	870	1	τίς	postag	p-s---cn-	a-s---fn-
0085-007	870	1	τίς	relation	MWE	AuxY
0085-007	870	2	μ’	postag	p1s---ca-	p-s---fa-
0085-007	870	3	ὑποδύεται	lemma	ὑποδύω	ὑποδύομαι
0085-007	870	5	τίς	postag	p-s---cn-	a-s---fn-
0085-007	870	2	ἄιε	lemma	ἀΐω	ἀίω
0085-007	870	4	μᾶτερ	relation	APOS	ATR
0085-007	870	5	νύξ	form	νύξ	Νύξ
0085-007	881	3	σοι	postag	p2s---cd-	p-s---fd-
0085-007	881	4	λέγουσα	relation	ADV	AtvV
0085-007	881	9	εἴπῃς	lemma	λέγω	εἶπον
0085-007	881	12	ἐμοῦ	postag	p1s---cg-	p-s---fg-
0085-007	881	15	καὶ	postag	b--------	c--------
0085-007	881	18	ἄτιμος	relation	ADV	AtvV
0085-007	881	21	ἀπόξενος	relation	ADV	AtvV
0085-007	881	3	μὲν	postag	d--------	g--------
0085-007	881	6	σοι	postag	p2s---cd-	p-s---fd-
0085-007	881	8	σέβας	relation	SBJ	SBJ_AP
0085-007	881	8	σέβας	head	5	9
0085-007	881	9	,	relation	AuxX	APOS
0085-007	881	9	,	head	0	5
0085-007	881	12	μείλιγμα	relation	APOS_CO	SBJ_AP_CO
0085-007	881	13	καὶ	postag	b--------	c--------
0085-007	881	13	καὶ	head	8	9
0085-007	881	14	θελκτήριον	relation	APOS_CO	SBJ_AP_CO
0085-007	881	15	,	head	8	9
0085-007	881	16	σὺ	postag	p2s---cn-	p-s---fn-
0085-007	881	17	δ’	postag	b--------	g--------
0085-007	881	18	οὖν	postag	d--------	g--------
0085-007	881	18	οὖν	relation	AuxY	AuxZ
0085-007	881	18	οὖν	head	19	17
0085-007	881	20	ἄν	postag	d--------	g--------
0085-007	881	2	δὲ	postag	d--------	g--------
0085-007	881	3	μὴ	postag	d--------	g--------
0085-007	881	8	τἂν	postag	d--------	g--------
0085-007	881	14	τιν’	postag	p-s---ca-	p-s---fa-
0085-007	881	15	ἢ	postag	b--------	c--------
0085-007	881	17	τιν’	postag	p-s---ca-	p-s---ma-
0085-007	881	18	ἢ	postag	b--------	c--------
0085-007	881	2	γάρ	postag	d--------	g--------
0085-007	881	3	σοι	postag	p2s---cd-	p-s---fd-
0085-007	881	4	τίνα	postag	p-s---ca-	a-s---fa-
0085-007	881	5	με	postag	p1s---ca-	p-s---fa-
0085-007	881	3	οἰζύος	lemma	ὀϊζύς	ὀιζύς
0085-007	881	5	[0]	lemma	_	/
0085-007	881	6	[1]	lemma	_	/
0085-007	881	2	δὲ	postag	d--------	g--------
0085-007	881	3	σύ	postag	p2s---cn-	p-s---fn-
0085-007	881	1	καὶ	postag	d--------	c--------
0085-007	881	2	δὴ	postag	d--------	g--------
0085-007	881	2	δὴ	relation	AuxY	AuxZ
0085-007	881	2	δὴ	head	3	1
0085-007	881	1	τίς	postag	p-s---cn-	a-s---fn-
0085-007	881	2	δέ	postag	d--------	g--------
0085-007	881	3	μοι	postag	p1s---cd-	p-s---fd-
0085-007	881	2	μή	postag	d--------	c--------
0085-007	881	3	τιν’	postag	p-s---ca-	p-s---ma-
0085-007	881	7	σέθεν	postag	p2s---cg-	p-s----g-
0085-007	881	9	[0]	lemma	_	/
0085-007	881	1	σὺ	postag	p2s---cn-	p-s---fn-
0085-007	881	2	τοῦτο	postag	p-s---na-	a-s---na-
0085-007	881	5	ὥστε	postag	c--------	d--------
0085-007	881	6	με	postag	p1s---ca-	p-s---fa-
0085-007	881	2	γὰρ	postag	d--------	g--------
0085-007	881	1	καί	postag	d--------	c--------
0085-007	881	2	μοι	postag	p1s---cd-	p-s---fd-
0085-007	881	2	γάρ	postag	d--------	g--------
0085-007	881	3	μοι	postag	p1s---cd-	p-s---fd-
0085-007	881	4	μὴ	postag	d--------	c--------
0085-007	881	7	μὴ	postag	d--------	c--------
0085-007	881	2	μ’	postag	p1s---ca-	p-s---fa-
0085-007	881	4	καὶ	postag	b--------	c--------
0085-007	881	1	τοιγὰρ	postag	d--------	g--------
0085-007	881	4	οὖσ’	postag	v-sppafn-	v-pppafn-
0085-007	881	2	οὖν	postag	d--------	g--------
0085-007	881	2	οὖν	relation	AuxY	AuxZ
0085-007	881	3	μ’	postag	p1s---ca-	p-s---fa-
0085-007	881	1	ὁποῖα	postag	p-p---nn-	a-p---nn-
0085-007	881	3	μὴ	postag	d--------	g--------
0085-007	881	7	καὶ	postag	b--------	c--------
0085-007	881	8	ταῦτα	postag	p-p---na-	a-p---na-
0085-007	881	11	τε	postag	b--------	g--------
0085-007	881	16	τε	postag	b--------	g--------
0085-007	881	18	[1]	lemma	_	/
0085-007	881	19	[0]	lemma	_	/
0085-007	881	20	[2]	lemma	_	/
0085-007	881	8	[0]	lemma	_	/
0085-007	881	2	τε	postag	b--------	g--------
0085-007	881	2	τε	relation	AuxY	COORD
0085-007	881	2	τε	head	19	0
0085-007	881	3	γαίας	lemma	γῆ	γαῖα
0085-007	881	4	καὶ	postag	b--------	c--------
0085-007	881	6	ἐπίρρυτον	relation	ADV	AtvV
0085-007	881	8	εὐθενοῦντα	relation	ADV	ATV
0085-007	881	9	μὴ	postag	d--------	c--------
0085-007	881	13	καὶ	postag	b--------	c--------
0085-007	881	19	[0]	lemma	_	/
0085-007	881	19	[0]	relation	PRED	PRED_CO
0085-007	881	19	[0]	head	0	2
0085-007	881	3	δ’	postag	b--------	g--------
0085-007	881	2	γάρ	postag	d--------	g--------
0085-007	881	12	ἀπένθητον	relation	ADV	ATV
0085-007	881	1	τοιαῦτα	postag	p-p---nn-	a-p---nn-
0085-007	881	3	δ’	postag	b--------	g--------
0085-007	881	4	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	881	8	ἀνέξομαι	postag	v1sfim---	v1sfi----
0085-007	881	10	μὴ	postag	d--------	g--------
0085-007	881	10	μὴ	relation	AuxZ	AuxY
0085-007	881	13	ἀστύνικον	relation	ADV	ATV
0085-007	916	5	οὐ	postag	d--------	g--------
0085-007	916	6	δ’	postag	b--------	g--------
0085-007	916	10	τὰν	postag	l-s---fa-	p-s---fa-
0085-007	916	11	καὶ	postag	d--------	c--------
0085-007	916	14	παγκρατὴς	postag	a-s---mn-	a-s---fn-
0085-007	916	16	τε	postag	b--------	g--------
0085-007	916	17	φρούριον	relation	OCOMP	OCOMP_AP
0085-007	916	17	φρούριον	head	19	20
0085-007	916	20	,	relation	AuxX	APOS
0085-007	916	20	,	head	0	19
0085-007	916	22	Ἑλλάνων	postag	a-p---mg-	n-p---mg-
0085-007	916	23	ἄγαλμα	relation	APOS	OCOMP_AP
0085-007	916	23	ἄγαλμα	head	17	20
0085-007	916	2	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	916	6	ἐπισσύτους	relation	ADV	ATV
0085-007	916	10	γαίας	lemma	γῆ	γαῖα
0085-007	927	2	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-007	927	9	καὶ	postag	b--------	c--------
0085-007	927	2	γὰρ	postag	d--------	g--------
0085-007	927	3	αὗται	postag	p-p---fn-	a-p---fn-
0085-007	927	4	τὰ	postag	l-p---na-	p-p---na-
0085-007	927	2	δὲ	postag	d--------	g--------
0085-007	927	3	μὴ	postag	d--------	g--------
0085-007	927	6	τούτων	postag	p-p---fg-	a-p---fg-
0085-007	927	13	[0]	lemma	_	/
0085-007	927	2	γὰρ	postag	d--------	g--------
0085-007	927	12	δ’	postag	b--------	g--------
0085-007	927	14	καὶ	postag	d--------	c--------
0085-007	938	2	δὲ	postag	d--------	g--------
0085-007	938	3	μὴ	postag	d--------	c--------
0085-007	938	6	,	relation	COORD	AuxX
0085-007	938	2	τ’	postag	b--------	g--------
0085-007	938	7	μὴ	postag	d--------	g--------
0085-007	938	12	μη	postag	d--------	g--------
0085-007	938	13	δ’	postag	b--------	g--------
0085-007	938	20	τ’	postag	b--------	g--------
0085-007	938	23	ξὺν	relation	AuxP	AuxC
0085-007	938	30	[0]	lemma	_	/
0085-007	938	2	δ’	postag	d--------	g--------
0085-007	938	2	δ’	relation	AuxY	COORD
0085-007	938	2	δ’	head	7	0
0085-007	938	4	ἑρμαίαν	lemma	Ἑρμαῖος	ἑρμαῖος
0085-007	938	7	τίοι	relation	PRED	PRED_CO
0085-007	938	7	τίοι	head	0	2
0085-007	949	2	τάδ’	relation	OBJ	OBJ_AP
0085-007	949	2	τάδ’	head	3	7
0085-007	949	7	,	relation	AuxX	APOS
0085-007	949	7	,	head	0	3
0085-007	949	8	οἷ’	postag	p-p---na-	a-p---na-
0085-007	949	9	ἐπικραίνει	relation	APOS	OBJ_AP
0085-007	949	9	ἐπικραίνει	head	2	7
0085-007	949	2	γὰρ	postag	d--------	g--------
0085-007	949	4	πότνι’	relation	APOS	ATR
0085-007	949	7	τ’	postag	b--------	g--------
0085-007	949	9	τοῖς	postag	l-p---md-	p-p---md-
0085-007	949	10	θ’	postag	b--------	g--------
0085-007	949	12	γαῖαν	lemma	γῆ	γαῖα
0085-007	949	15	τ’	postag	b--------	g--------
0085-007	949	21	τοῖς	postag	l-p---md-	p-p---md-
0085-007	949	22	μὲν	postag	d--------	g--------
0085-007	949	25	τοῖς	postag	l-p---md-	p-p---md-
0085-007	949	26	δ’	postag	b--------	g--------
0085-007	949	27	αὖ	relation	ADV	AuxY
0085-007	949	33	[0]	lemma	_	/
0085-007		10	ἀνδροτυχεῖς	postag	a-p---ma-	a-s---ma-
0085-007	968	2	τοι	postag	d--------	g--------
0085-007	968	1	στέργω	relation	PRED	PRED_CO
0085-007	968	1	στέργω	head	0	2
0085-007	968	2	δ’	postag	d--------	g--------
0085-007	968	2	δ’	relation	AuxY	COORD
0085-007	968	2	δ’	head	1	0
0085-007	968	7	μοι	postag	p1s---cd-	p-s---md-
0085-007	968	9	καὶ	postag	b--------	c--------
0085-007	968	1	νικᾷ	relation	PRED	PRED_CO
0085-007	968	1	νικᾷ	head	0	2
0085-007	968	2	δ’	postag	d--------	g--------
0085-007	968	2	δ’	relation	AuxY	COORD
0085-007	968	2	δ’	head	1	0
0085-007	976	2	δ’	postag	d--------	g--------
0085-007	976	1	μη	postag	d--------	g--------
0085-007	976	2	δὲ	postag	d--------	g--------
0085-007	976	2	δὲ	relation	AuxY	COORD
0085-007	976	2	δὲ	head	16	0
0085-007	976	16	[0]	lemma	_	/
0085-007	976	16	[0]	relation	PRED	PRED_CO
0085-007	976	16	[0]	head	0	2
0085-007	976	2	δ’	postag	d--------	g--------
0085-007	976	7	καὶ	postag	b--------	c--------
0085-007	976	9	μιᾷ	postag	m-s---fd-	a-s---fd-
0085-007	976	2	γὰρ	postag	d--------	g--------
0085-007	976	8	[0]	lemma	_	/
0085-007	988	1	ἆρα	postag	d--------	p--------
0085-007	988	5	ὁδὸν	postag	n-s---fa-	n-s---ma-
0085-007	988	2	γὰρ	postag	d--------	g--------
0085-007	988	4	εὔφρονες	relation	ADV	AtvV
0085-007	988	8	καὶ	postag	b--------	c--------
0085-007	988	10	καὶ	postag	b--------	c--------
0085-007	996	1	χαίρετε	relation	MWE	AuxY
0085-007	996	2	δ’	postag	d--------	g--------
0085-007	1003	2	χὐμεῖς	postag	p2s---cn-	p-s---fn-
0085-007	1003	1	προτέραν	relation	ADV	ATV
0085-007	1003	2	δ’	postag	d--------	g--------
0085-007	1003	3	ἐμὲ	postag	p1s---ca-	p-s---fa-
0085-007	1003	10	ἱερὸν	lemma	ἱερός	ἱερόν
0085-007	1003	10	ἱερὸν	postag	a-s---na-	n-s---na-
0085-007	1003	1	ἴτε	lemma	ἔρχομαι	εἶμι
0085-007	1003	2	καὶ	postag	b--------	c--------
0085-007	1003	11	μὲν	postag	d--------	g--------
0085-007	1003	17	δὲ	postag	b--------	g--------
0085-007	1003	1	ὑμεῖς	postag	p2p---cn-	p-p---mn-
0085-007	1003	2	δ’	postag	d--------	g--------
0085-007	1003	5	πολισσοῦχοι	postag	a-p---mv-	a-p---mn-
0085-007	1003	6	παῖδες	postag	n-p---cv-	n-p---mv-
0085-007	1003	7	κραναοῦ	form	κραναοῦ	Κραναοῦ
0085-007	1003	2	δ’	postag	d--------	g--------
0085-007	1021	2	τε	postag	b--------	g--------
0085-007	1021	8	τε	postag	b--------	g--------
0085-007	1021	15	καὶ	postag	b--------	c--------
0085-007	1021	20	προσπόλοισιν	lemma	πρόσπολος	προσπόλος
0085-007		10	παίδων	postag	n-p---cg-	n-p---mg-
0085-007	1021	6	καὶ	postag	b--------	c--------
0085-007	1021	13	ἂν	postag	d--------	g--------
0085-007	1032	6	νυκτὸς	form	νυκτὸς	Νυκτὸς
0085-007	1032	7	παῖδες	postag	n-p---cv-	n-p---fv-
0085-007	1032	8	ἄπαιδες	postag	a-p---fv-	n-p---fv-
0085-007	1035	2	δέ	postag	d--------	g--------
0085-007	1035	2	δέ	relation	AuxY	COORD
0085-007	1035	2	δέ	head	22	0
0085-007	1035	9	ὠγυγίοισιν	lemma	Ὠγύγιος	̓ὠγύγιος
0085-007	1035	11	[καὶ]	postag	b--------	c--------
0085-007	1035	11	[καὶ]	relation	AuxY	UNDEFINED
0085-007	1035	11	[καὶ]	head	13	0
0085-007	1035	13	καὶ	postag	b--------	c--------
0085-007	1035	19	δὲ	postag	b--------	g--------
0085-007	1035	19	δὲ	head	22	2
0085-007	1035	22	[0]	lemma	_	/
0085-007	1035	22	[0]	relation	PRED	PRED_CO
0085-007	1035	22	[0]	head	0	2
0085-007	1040	1	ἵλαοι	lemma	ἵλαος	ἴλαος
0085-007	1040	1	ἵλαοι	relation	ADV_CO	AtvV_CO
0085-007	1040	2	δὲ	postag	d--------	g--------
0085-007	1040	3	καὶ	postag	b--------	c--------
0085-007	1040	4	σύμφρονες	relation	ADV_CO	AtvV_CO
0085-007	1040	7	ἴτε	lemma	ἔρχομαι	εἶμι
0085-007	1040	16	ὁδόν	postag	n-s---fa-	n-s---ma-
0085-007	1044	2	δ’	postag	d--------	g--------
0085-007	1044	2	δ’	relation	AuxY	COORD
0085-007	1044	2	δ’	head	11	0
0085-007	1044	11	[0]	lemma	_	/
0085-007	1044	11	[0]	relation	PRED	PRED_CO
0085-007	1044	11	[0]	head	0	2
0085-007	1044	5	μοῖρά	form	μοῖρά	Μοῖρά
0085-007	1044	6	τε	postag	b--------	g--------
0085-007	143	3	δὴ	postag	d--------	g--------
0085-007	143	3	δὴ	relation	AuxY	AuxZ
0085-007	143	5	καὶ	postag	d--------	c--------
0085-007	143	7	ἐγώ	postag	p1s---cn-	p-s---fn-
0085-007	143	10	[0]	lemma	_	/
0085-007	143	2	πάθος	relation	OBJ	OBJ_AP
0085-007	143	2	πάθος	head	1	4
0085-007	143	4	,	relation	AuxX	APOS
0085-007	143	4	,	head	0	1
0085-007	143	9	κακόν	relation	APOS	OBJ_AP
0085-007	143	9	κακόν	head	2	4
0085-007	566	3	εἰπὲ	lemma	λέγω	εἶπον
0085-007	566	5	εἰ	relation	AuxC	AuxP
0085-007	823	6	ὡς	postag	c--------	d--------
0085-007	823	8	καὶ	postag	b--------	c--------
0085-007	823	9	ξυνοικήτωρ	lemma	συνοικήτωρ	ξυνοικήτωρ
0085-007	823	10	ἐμοί	postag	p1s---cd-	p-s---fd-
0085-007	823	12	[0]	lemma	_	/
0085-007	848	1	τοιαῦθ’	postag	p-p---na-	a-p---na-
0085-007	848	1	τοιαῦθ’	relation	OBJ	OBJ_AP
0085-007	848	1	τοιαῦθ’	head	2	7
0085-007	848	3	σοι	postag	p2s---cd-	p-s---fd-
0085-007	848	6	ἐμοῦ	postag	p1s---cg-	p-s---fg-
0085-007	848	7	,	relation	AuxX	APOS
0085-007	848	7	,	head	0	2
0085-007	848	17	μετασχεῖν	relation	APOS	OBJ_AP
0085-007	848	17	μετασχεῖν	head	1	7
0085-002	29-32	1	Ἀρτεμβάρης	lemma	Ἀρτεμβάρας	Ἀρτεμβάρης
0085-002	29-32	1	Ἀρτεμβάρης	head	17	21
0085-002	29-32	2	θ’	postag	b--------	g--------
0085-002	29-32	4	καὶ	postag	b--------	c--------
0085-002	29-32	5	μασίστρης	form	μασίστρης	Μασίστρης
0085-002	29-32	5	μασίστρης	head	17	21
0085-002	29-32	8	τε	postag	b--------	g--------
0085-002	29-32	11	Ἰμαῖος	head	17	21
0085-002	29-32	13	Φαρανδάκης	head	17	21
0085-002	29-32	14	θ’	postag	b--------	g--------
0085-002	29-32	17	τ’	postag	b--------	g--------
0085-002	29-32	17	τ’	head	21	0
0085-002	29-32	19	Σοσθάνης	head	17	21
0085-002	29-32	21	[0]	lemma	_	/
0085-002	29-32	21	[0]	head	0	17
0085-002	34-40	7	τε	postag	b--------	g--------
0085-002	34-40	16	τ’	postag	b--------	g--------
0085-002	34-40	16	τ’	relation	AuxY	AuxX
0085-002	34-40	17	ὠγυγίους	lemma	Ὠγύγιος	̓ὠγύγιος
0085-002	34-40	22	καὶ	postag	b--------	c--------
0085-002	34-40	28	τ’	postag	b--------	g--------
0085-002	34-40	31	[0]	lemma	_	/
0085-002	1-7	1	τάδε	form	τάδε	Τάδε
0085-002	1-7	2	μὲν	postag	d--------	g--------
0085-002	1-7	9	πιστὰ	lemma	πιστός	πιστόν
0085-002	1-7	9	πιστὰ	postag	a-p---nn-	n-p---nn-
0085-002	1-7	12	καὶ	postag	b--------	c--------
0085-002	1-7	15	καὶ	postag	b--------	c--------
0085-002	1-7	23	αὐτὸς	postag	p-s---mn-	a-s---mn-
0085-002	1-7	23	αὐτὸς	relation	ADV	ATV
0085-002	1-7	28	εἵλετο	postag	v3saim---	v3sai----
0085-002	33-34	1	ἄλλους	postag	p-p---ma-	a-p---ma-
0085-002	33-34	2	δ’	postag	d--------	g--------
0085-002	33-34	2	δ’	relation	AuxY	COORD
0085-002	33-34	2	δ’	head	8	0
0085-002	33-34	5	καὶ	postag	b--------	c--------
0085-002	33-34	8	ἔπεμψεν	relation	PRED	PRED_CO
0085-002	33-34	8	ἔπεμψεν	head	0	2
0085-002	8-11	2	δὲ	postag	d--------	g--------
0085-002	8-11	2	δὲ	relation	AuxY	COORD
0085-002	8-11	2	δὲ	head	12	0
0085-002	8-11	6	καὶ	postag	b--------	c--------
0085-002	8-11	8	στρατιᾶς	lemma	στρατιά	στρατία
0085-002	8-11	12	ὀρσολοπεῖται	relation	PRED	PRED_CO
0085-002	8-11	12	ὀρσολοπεῖται	head	0	2
0085-002	16-20	4	ἠδ’	postag	b--------	c--------
0085-002	16-20	6	καὶ	postag	b--------	c--------
0085-002	16-20	14	τοὶ	postag	l-p---mn-	p-p---mn-
0085-002	16-20	15	μὲν	postag	d--------	g--------
0085-002	16-20	18	,	relation	AuxX	AuxY
0085-002	16-20	19	τοὶ	postag	l-p---mn-	p-p---mn-
0085-002	16-20	20	δ’	postag	b--------	g--------
0085-002	16-20	24	πεζοί	relation	ADV	AtvV
0085-002	16-20	25	τε	postag	b--------	g--------
0085-002	16-20	31	[0]	lemma	_	/
0085-002	16-20	32	[1]	lemma	_	/
0085-002	21-28	1	οἷος	postag	p-s---mn-	a-s---mn-
0085-002	21-28	1	οἷος	relation	ADV	ATV
0085-002	21-28	2	ἀμίστρης	form	ἀμίστρης	Ἀμίστρης
0085-002	21-28	2	ἀμίστρης	relation	SBJ_CO	SBJ_AP_CO
0085-002	21-28	3	ἠδ’	postag	b--------	c--------
0085-002	21-28	4	Ἀρταφρένης	lemma	Ἀρταφρένης	ἀρταφρένης
0085-002	21-28	4	Ἀρταφρένης	relation	SBJ_CO	SBJ_AP_CO
0085-002	21-28	5	καὶ	postag	b--------	c--------
0085-002	21-28	6	Μεγαβάτης	lemma	Μεγαβάτης	μεγαβάτης
0085-002	21-28	6	Μεγαβάτης	relation	SBJ_CO	SBJ_AP_CO
0085-002	21-28	7	ἠδ’	postag	b--------	c--------
0085-002	21-28	7	ἠδ’	head	18	9
0085-002	21-28	8	ἀστάσπης	form	ἀστάσπης	Ἀστάσπης
0085-002	21-28	8	ἀστάσπης	relation	SBJ_CO	SBJ_AP_CO
0085-002	21-28	9	,	relation	AuxX	APOS
0085-002	21-28	9	,	head	0	18
0085-002	21-28	10	ταγοὶ	relation	APOS_CO	SBJ_AP_CO
0085-002	21-28	11	Περσῶν	lemma	Πέρσης	πέρσης
0085-002	21-28	13	βασιλῆς	relation	APOS_CO	SBJ_AP_CO
0085-002	21-28	20	στρατιᾶς	lemma	στρατιά	στρατία
0085-002	21-28	22	ἔφοροι	relation	APOS_CO	SBJ_AP_CO
0085-002	21-28	24	τοξοδάμαντές	relation	APOS_CO	SBJ_AP_CO
0085-002	21-28	25	τ’	postag	b--------	g--------
0085-002	21-28	25	τ’	relation	AuxY	AuxX
0085-002	21-28	26	ἠδ’	postag	b--------	c--------
0085-002	21-28	26	ἠδ’	head	7	9
0085-002	21-28	27	ἱπποβάται	relation	APOS_CO	SBJ_AP_CO
0085-002	21-28	30	μὲν	postag	d--------	g--------
0085-002	21-28	31	ἰδεῖν	lemma	ὁράω	εἶδον
0085-002	21-28	34	δὲ	postag	b--------	g--------
0085-002	21-28	34	δὲ	head	7	9
0085-002	12-15	2	γὰρ	postag	d--------	g--------
0085-002	12-15	8	δ’	postag	b--------	g--------
0085-002	12-15	12	κοὔτε	postag	b--------	d--------
0085-002	12-15	13	τις	postag	p-s---cn-	p-s---mn-
0085-002	12-15	16	τε	postag	b--------	g--------
0085-002	12-15	17	τις	postag	p-s---cn-	p-s---mn-
0085-002	12-15	21	Περσῶν	lemma	Πέρσης	πέρσης
0085-002	52-55	2	δ’	postag	d--------	g--------
0085-002	52-55	2	δ’	relation	AuxY	COORD
0085-002	52-55	2	δ’	head	7	0
0085-002	52-55	7	πέμπει	relation	PRED	PRED_CO
0085-002	52-55	7	πέμπει	head	0	2
0085-002	52-55	11	τ’	postag	b--------	g--------
0085-002	52-55	13	καὶ	postag	b--------	c--------
0085-002	52-55	14	τοξουλκῷ	relation	ADV_CO	ATV_CO
0085-002	41-48	2	δ’	postag	d--------	g--------
0085-002	41-48	8	τ’	postag	b--------	g--------
0085-002	41-48	14	τοὺς	postag	l-p---ma-	p-p---ma-
0085-002	41-48	14	τοὺς	relation	OBJ	OBJ_AP
0085-002	41-48	14	τοὺς	head	29	36
0085-002	41-48	15	Μητρογαθὴς	relation	SBJ_CO	SBJ_AP_CO
0085-002	41-48	16	Ἀρκτεύς	relation	SBJ_CO	SBJ_AP_CO
0085-002	41-48	17	τ’	postag	b--------	g--------
0085-002	41-48	17	τ’	head	23	19
0085-002	41-48	19	,	relation	AuxX	APOS
0085-002	41-48	19	,	head	0	23
0085-002	41-48	20	βασιλῆς	relation	APOS	SBJ_AP_CO
0085-002	41-48	20	βασιλῆς	head	17	19
0085-002	41-48	22	,	head	17	19
0085-002	41-48	23	καὶ	postag	b--------	c--------
0085-002	41-48	26	ἐπόχους	relation	ADV	ATV
0085-002	41-48	30	,	head	14	36
0085-002	41-48	32	τε	postag	b--------	g--------
0085-002	41-48	33	καὶ	postag	b--------	c--------
0085-002	41-48	35	τέλη	relation	APOS	OBJ_AP
0085-002	41-48	35	τέλη	head	14	36
0085-002	41-48	36	,	relation	AuxX	APOS
0085-002	41-48	36	,	head	0	29
0085-002	41-48	38	ὄψιν	relation	APOS	OBJ_AP
0085-002	41-48	38	ὄψιν	head	14	36
0085-002	41-48	39	προσιδέσθαι	lemma	προσοράω	προσεῖδον
0085-002	49-52	1	στεῦται	relation	PRED	PRED_CO
0085-002	49-52	1	στεῦται	head	0	2
0085-002	49-52	2	δ’	postag	d--------	g--------
0085-002	49-52	2	δ’	relation	AuxY	COORD
0085-002	49-52	2	δ’	head	1	0
0085-002	49-52	5	πελάται	relation	SBJ_CO	SBJ_AP_CO
0085-002	49-52	5	πελάται	head	18	14
0085-002	49-52	9	Ἑλλάδι	lemma	Ἑλλάς	ʽἑλλάς
0085-002	49-52	10	,	head	5	14
0085-002	49-52	11	Μάρδων	relation	APOS_CO	SBJ_AP_CO
0085-002	49-52	12	,	head	5	14
0085-002	49-52	13	Θάρυβις	relation	APOS_CO	SBJ_AP_CO
0085-002	49-52	14	,	relation	AuxX	APOS
0085-002	49-52	14	,	head	0	18
0085-002	49-52	16	ἄκμονες	relation	APOS	SBJ_AP_CO
0085-002	49-52	16	ἄκμονες	head	5	14
0085-002	49-52	17	,	head	5	14
0085-002	49-52	18	καὶ	postag	b--------	c--------
0085-002	59-64	12	Ἀσιῆτις	lemma	Ἀσιάτις	Ἀσιᾶτις
