Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue	Relevant
0085-002	1039	4	δύα	head	3	5
0085-002	1040	2	νυν	lemma	νυν	νῦν
0085-002	1040	4	μοι	postag	p1s---cd-	p-s---md-
0085-002	1038	1	δίαινε	relation	MWE	AuxY
0085-002	1045	3	καὶ	postag	d--------	c--------
0085-002	1038	3	δ’	head	4	0
0085-002	1038	4	ἴθι	relation	PRED	PRED_CO
0085-002	1038	4	ἴθι	head	0	3
0085-002	1048	2	νυν	lemma	νυν	νῦν
0085-002	1048	4	μοι	postag	p1s---cd-	p-s---md-
0085-002	1046	1	ἔρεσσ’	relation	MWE	AuxY
0085-002	1050	2	νυν	lemma	νυν	νῦν
0085-002	1052-1053	2	δ’	head	3	0
0085-002	1052-1053	3	ἀμμεμείξεται	lemma	ἀναμείγνυμι	ἀναμίγνυμι
0085-002	1052-1053	3	ἀμμεμείξεται	relation	PRED	PRED_CO
0085-002	1052-1053	3	ἀμμεμείξεται	head	0	2
0085-002	1055	1	ἄνι’	relation	APOS	AuxY
0085-002	1057	1	ἄπριγδ’	relation	ADV	AuxY
0085-002	1057	1	ἄπριγδ’	head	6	2
0085-002	1057	3	μάλα	relation	ADV	AuxZ
0085-002	1058	1	ἀύτει	relation	PRED	PRED_CO
0085-002	1058	1	ἀύτει	head	0	2
0085-002	1058	2	δ’	head	1	0
0085-002	1056	1	καί	postag	d--------	c--------
0085-002	1056	1	καί	relation	AuxY	COORD
0085-002	1056	1	καί	head	4	0
0085-002	1056	2	μοι	postag	p1s---cd-	p-s---md-
0085-002	1056	4	πέρθε	relation	PRED	PRED_CO
0085-002	1056	4	πέρθε	head	0	1
0085-002	1054	1	καὶ	postag	d--------	c--------
0085-002	1054	6	Μύσιον	lemma	Μύσιος	μύσιος
0085-002	1059	1	καὶ	postag	d--------	c--------
0085-002	1061	1	ἄνι’	relation	APOS	AuxY
0085-002	1063	1	ἄπριγδ’	relation	ADV	AuxY
0085-002	1063	1	ἄπριγδ’	head	6	2
0085-002	1063	3	μάλα	relation	ADV	AuxZ
0085-002	1064	1	διαίνου	relation	PRED	PRED_CO
0085-002	1064	1	διαίνου	head	0	2
0085-002	1064	2	δ’	head	1	0
0085-002	1064	3	ὄσσε	lemma	ὄσσε	ὄσσα
0085-002	1062	1	καὶ	postag	d--------	c--------
0085-002	1060	2	δ’	head	3	0
0085-002	1060	3	ἔρεικε	lemma	ἐρείκω	ἐρέικω
0085-002	1060	3	ἔρεικε	relation	PRED	PRED_CO
0085-002	1060	3	ἔρεικε	head	0	2
0085-002	1068	1	αἰακτὸς	relation	ADV	AtvV
0085-002	1066	2	νυν	lemma	νυν	νῦν
0085-002	1066	4	μοι	postag	p1s---cd-	p-s---md-
0085-002	1075	1	ἰὴ	relation	ExD	AuxY
0085-002	1075	1	ἰὴ	head	11	2
0085-002	1075	5	ἰὴ	relation	ExD	AuxY
0085-002	1075	5	ἰὴ	head	11	6
0085-002	1075	6	ἰή	lemma	ἰή	ἰά
0085-002	1075	6	ἰή	postag	i--------	n-s---fn-
0085-002	1075	9	ὀλόμενοι	lemma	ὄλλυμι	οὐλόμενος
0085-002	1067	1	οἰοῖ	relation	ExD	AuxY
0085-002	1067	1	οἰοῖ	head	4	2
0085-002	1076	3	σε	postag	p2s---ca-	p-s----a-
